height:  7-0 weight:  255 lbs position:  center born:  august 5, 1962, kingston, jamaica college:  georgetown
height:  7-1 weight:  250 lbs position:  center born:  august 6, 1965, key west, fl college:  navy career stats    --- fg --- --- ft --- -- 3pt -- rebounds year tm g min att pct att pct att pct off tot ast stl blk to pf pts  89-90 sa 82 36.6 15.9 53.1 10.2 73.2 0.0 0.0 3.7 12.0 2.0 1.7 3.9 3.1 3.2 24.3 90-91 sa 82 37.7 16.7 55.2 9.5 76.2 0.1 14.3 4.1 13.0 2.5 1.5 3.9 3.3 3.2 25.6 91-92 sa 68 37.7 15.8 55.1 8.2 70.1 0.1 12.5 3.8 12.2 2.7 2.3 4.5 2.7 3.2 23.2 92-93 sa 82 39.2 16.4 50.1 9.3 73.2 0.2 17.6 2.8 11.7 3.7 1.5 3.2 2.9 2.9 23.4 93-94 sa 80 40.5 20.7 50.7 11.6 74.9 0.4 34.5 3.0 10.7 4.8 1.7 3.3 3.2 2.8 29.8 94-95 sa 81 38.0 18.4 53.0 10.5 77.4 0.2 30.0 2.9 10.8 2.9 1.7 3.2 2.9 2.8 27.6 95-96 sa 82 36.8 16.8 51.6 10.0 76.1 0.1 33.3 3.9 12.2 3.0 1.4 3.3 2.3 3.2 25.0 96-97 sa 6 24.5 12.0 50.0 8.7 65.4 0.0 0.0 3.2 8.5 1.3 1.0 1.0 1.3 1.5 17.7 97-98 sa 73 33.7 14.6 51.1 9.0 73.5 0.1 25.0 3.3 10.6 2.7 0.9 2.6 2.8 2.8 21.6 98-99 sa 49 31.7 10.8 50.9 7.4 65.8 0.0 0.0 3.0 10.0 2.1 1.4 2.4 2.2 2.9 15.8 99-00 sa 80 32.0 12.9 51.2 6.4 72.6 0.0 0.0 2.4 9.6 1.8 1.2 2.3 2.0 3.1 17.8 00-01 sa 80 29.6 10.3 48.6 5.9 74.7 0.0 0.0 2.6 8.6 1.4 1.0 2.5 1.5 2.6 14.4 01-02 sa 51 29.3 8.4 48.4 5.1 67.3 0.0 0.0 2.5 8.1 1.0 1.0 2.1 1.4 2.4 11.5
height:  6-3 weight:  180 lbs position:  shooting guard born:  january 11, 1968, bossier city, la college:  centenary
height:  6-3 weight:  195 lbs position:  point guard born:  november 20, 1967, bakersfield, ca college:  boise state
height:  6-1 weight:  190 lbs position:  point guard born:  march 20, 1967, garland, tx college:  oklahoma
height:  6-1 weight:  180 lbs position:  point guard born:  june 22, 1968, gastonia, nc college:  fayetteville state
height:  6-9 weight:  245 lbs position:  power forward born:  september 7, 1974, quitman, ms college:  alabama
height:  6-6 weight:  218 lbs position:  shooting guard born:  november 5, 1974, kinston, nc college:  north carolina
height:  6-11 weight:  225 lbs position:  forward born:  september 17, 1974, philadelphia, pa college:  north carolina
height:  6-11 weight:  220 lbs position:  small forward born:  may 19, 1976, mauldin, sc college:  none
height:  5-10 weight:  171 lbs position:  point guard born:  september 3, 1973, portland, or college:  arizona
height:  6-9 weight:  235 lbs position:  power forward born:  october 4, 1972, dallas, tx college:  texas christian
height:  6-8 weight:  250 lbs position:  forward born:  september 22, 1974, columbus, oh college:  ohio
height:  6-7 weight:  245 lbs position:  power forward born:  december 4, 1973, russellville, ar college:  arkansas
height:  6-8 weight:  220 lbs position:  guard-forward born:  july 17, 1972, newark, nj college:  providence
height:  6-6 weight:  215 lbs position:  shooting guard born:  december 31, 1971, hempstead, ny college:  oregon state
height:  6-9 weight:  240 lbs position:  power forward born:  december 2, 1972, morgantown, wv college:  indiana
height:  6-8 weight:  256 lbs position:  power forward born:  june 12, 1973, mobile, al college:  alabama
height:  6-7 weight:  215 lbs position:  guard-forward born:  march 6, 1973, melrose park, il college:  wisconsin
height:  5-11 weight:  185 lbs position:  point guard born:  july 12, 1972, springfield, ma college:  georgia tech
height:  7-2 weight:  280 lbs position:  center born:  march 6, 1973, dallas, tx college:  kansas career stats    --- fg --- --- ft --- -- 3pt -- rebounds year tm g min att pct att pct att pct off tot ast stl blk to pf pts  95-96 uta 57 11.6 3.2 47.3 0.9 66.7 0.0 0.0 1.0 3.1 0.1 0.1 1.1 0.4 1.6 3.6 96-97 uta 77 23.6 5.3 51.5 2.7 67.8 0.1 0.0 2.3 7.3 0.4 0.3 2.0 1.0 3.0 7.3 97-98 uta 63 20.4 3.8 48.1 2.2 47.9 0.0 0.0 2.1 5.9 0.4 0.4 2.1 1.2 2.6 4.7 98-99 uta 48 27.9 4.3 47.6 2.5 62.0 0.0 0.0 2.2 7.2 0.5 0.2 2.7 0.9 2.9 5.7 99-00 uta 81 19.8 3.3 46.4 2.3 63.6 0.0 0.0 2.1 6.0 0.2 0.2 2.1 1.0 2.4 4.5 00-01 uta 81 18.4 3.5 49.5 1.9 55.6 0.0 50.0 2.0 5.1 0.3 0.3 1.8 0.8 2.7 4.5 01-02 uta 50 16.4 3.3 43.1 1.9 48.4 0.0 0.0 2.0 4.7 0.7 0.2 1.5 0.7 2.2 3.8
height:  6-1 weight:  190 lbs position:  point guard born:  june 22, 1973, waynesboro, va college:  virginia
height:  6-10 weight:  255 lbs position:  forward-center born:  february 1, 1973, detroit, mi college:  florida
height:  6-3 weight:  204 lbs position:  point guard born:  april 24, 1973, canton, oh college:  michigan state
height:  6-5 weight:  210 lbs position:  shooting guard born:  october 15, 1972, lincoln, ne college:  iowa state
height:  6-6 weight:  220 lbs position:  shooting guard born:  march 12, 1974, ironton, mo college:  southern illinois
height:  7-3 weight:  292 lbs position:  center born:  december 19, 1964, kaunas, lithuania college:  none
height:  6-10 weight:  270 lbs position:  forward-center born:  november 26, 1970, boston, ma college:  penn state
height:  6-6 weight:  210 lbs position:  guard-forward born:  december 31, 1973, atlanta, ga college:  georgia
height:  6-11 weight:  225 lbs position:  forward-center born:  march 22, 1974, hartford, ct college:  massachusetts
height:  6-2 weight:  189 lbs position:  point guard born:  january 28, 1974, covington, tn college:  kentucky
height:  6-8 weight:  255 lbs position:  forward-center born:  july 3, 1974, lexington, oh college:  michigan state
height:  6-9 weight:  235 lbs position:  power forward born:  january 31, 1974, jackson, ms college:  georgetown
height:  6-0 weight:  165 lbs position:  shooting guard born:  june 7, 1975, hampton, va college:  georgetown
height:  6-5 weight:  180 lbs position:  shooting guard born:  june 12, 1974, dayton, oh college:  villanova
height:  6-9 weight:  230 lbs position:  power forward born:  december 11, 1976, marietta, ga college:  california
height:  6-2 weight:  180 lbs position:  point guard born:  february 20, 1977, brooklyn, ny college:  georgia tech
height:  5-3 weight:  141 lbs position:  point guard born:  january 9, 1965, baltimore, md college:  wake forest
height:  6-10 weight:  230 lbs position:  power forward born:  february 1, 1974, evansville, in college:  kentucky
height:  6-3 weight:  195 lbs position:  point guard born:  february 7, 1974, johannesburg, south africa college:  santa clara
height:  6-10 weight:  235 lbs position:  forward-center born:  september 11, 1972, omaha, ne college:  kentucky
height:  6-10 weight:  285 lbs position:  forward-center born:  march 21, 1975, kiev, ussr college:  wright state
height:  6-9 weight:  245 lbs position:  forward born:  august 12, 1976, chicago, il college:  kentucky
height:  6-9 weight:  260 lbs position:  power forward born:  february 25, 1976, columbus, oh college:  louisville
height:  6-9 weight:  225 lbs position:  small forward born:  february 9, 1974, rochester, ny college:  syracuse
height:  6-11 weight:  265 lbs position:  center born:  july 14, 1974, jackson, ms college:  mississippi state
height:  6-11 weight:  242 lbs position:  forward-center born:  october 13, 1978, columbia, sc college:  none
height:  7-3 weight:  260 lbs position:  center born:  june 5, 1975, kaunas, lithuania college:  none
height:  6-1 weight:  200 lbs position:  point guard born:  august 6, 1974, little rock, ar college:  arkansas-little rock
height:  6-7 weight:  250 lbs position:  small forward born:  november 23, 1974, philadelphia, pa college:  drexel
height:  6-7 weight:  240 lbs position:  small forward born:  july 23, 1973, saginaw, mi college:  texas tech
height:  6-7 weight:  200 lbs position:  guard-forward born:  june 14, 1971, merced, ca college:  cal state fullerton
height:  6-10 weight:  255 lbs position:  small forward born:  october 23, 1975, fullerton, ca college:  utah
height:  6-10 weight:  240 lbs position:  power forward born:  february 26, 1977, paterson, nj college:  villanova
height:  7-0 weight:  260 lbs position:  forward-center born:  april 25, 1976, st. croix, virgin islands college:  wake forest
height:  6-3 weight:  202 lbs position:  point guard born:  september 25, 1976, denver, co college:  colorado
height:  6-4 weight:  205 lbs position:  point guard born:  march 19, 1975, columbus, oh college:  bowling green
height:  6-11 weight:  240 lbs position:  forward-center born:  february 11, 1976, dallas, tx college:  texas tech
height:  6-7 weight:  210 lbs position:  guard-forward born:  may 18, 1976, nashville, tn college:  kentucky
height:  6-8 weight:  210 lbs position:  guard-forward born:  may 24, 1979, bartow, fl college:  none
height:  6-8 weight:  260 lbs position:  forward-center born:  march 27, 1976, philadelphia, pa college:  cincinnati
height:  6-6 weight:  223 lbs position:  shooting guard born:  november 3, 1974, maisons alfort, france college:  san jose state
height:  6-10 weight:  242 lbs position:  power forward born:  may 1, 1975, los angeles, ca college:  providence
height:  6-5 weight:  195 lbs position:  shooting guard born:  july 18, 1974, louisville, ky college:  kentucky
height:  6-11 weight:  255 lbs position:  center born:  august 26, 1974, atlanta, ga college:  iowa state
height:  6-11 weight:  265 lbs position:  forward-center born:  february 12, 1975, murray, ut college:  kansas
height:  6-7 weight:  225 lbs position:  small forward born:  march 11, 1975, memphis, tn college:  memphis
height:  6-9 weight:  235 lbs position:  small forward born:  may 13, 1975, kalamazoo, mi college:  marquette
height:  7-0 weight:  290 lbs position:  center born:  january 5, 1968, louisville, ky college:  louisville
height:  6-1 weight:  170 lbs position:  point guard born:  march 13, 1976, carbondale, il college:  southern illinois
height:  6-3 weight:  185 lbs position:  guard born:  december 10, 1973, winston-salem, nc college:  wake forest
height:  6-5 weight:  190 lbs position:  guard born:  august 10, 1965, tulsa, ok college:  oklahoma state
height:  6-4 weight:  190 lbs position:  shooting guard born:  june 14, 1972, syracuse, ny college:  temple
height:  7-0 weight:  270 lbs position:  center born:  april 3, 1975, lagos, nigeria college:  pacific
height:  6-1 weight:  190 lbs position:  point guard born:  may 13, 1978, cherry hill, nj college:  arizona
height:  6-11 weight:  245 lbs position:  forward-center born:  may 29, 1976, hampton, ia college:  kansas
height:  6-9 weight:  223 lbs position:  forward born:  june 12, 1976, shreveport, la college:  north carolina
height:  6-6 weight:  225 lbs position:  shooting guard born:  january 26, 1977, daytona beach, fl college:  north carolina
height:  6-8 weight:  289 lbs position:  forward-center born:  february 1, 1977, detroit, mi college:  michigan
height:  7-0 weight:  245 lbs position:  forward-center born:  june 19, 1978, wurzburg, west germany college:  none
height:  6-6 weight:  230 lbs position:  small forward born:  october 13, 1977, oakland, ca college:  kansas
height:  6-5 weight:  213 lbs position:  guard-forward born:  september 20, 1976, muncie, in college:  ball state
height:  6-11 weight:  262 lbs position:  center born:  june 15, 1977, san antonio, tx college:  utah
height:  6-11 weight:  221 lbs position:  forward-center born:  april 16, 1975, danville, il college:  unlv
height:  6-5 weight:  190 lbs position:  shooting guard born:  june 25, 1975, greenville, sc college:  arizona
height:  6-7 weight:  231 lbs position:  small forward born:  may 31, 1976, cincinnati, oh college:  georgia tech
height:  6-3 weight:  184 lbs position:  point guard born:  september 21, 1974, baton rouge, la college:  valparaiso
height:  6-1 weight:  175 lbs position:  point guard born:  march 26, 1962, spokane, wa college:  gonzaga
height:  6-9 weight:  238 lbs position:  power forward born:  august 23, 1976, las vegas, nv college:  notre dame
height:  6-8 weight:  221 lbs position:  small forward born:  november 17, 1975, jersey city, nj college:  duke
height:  6-7 weight:  197 lbs position:  guard-forward born:  september 23, 1979, las vegas, nv college:  iowa
height:  6-9 weight:  265 lbs position:  power forward born:  may 19, 1976, temple, tx college:  baylor
height:  6-0 weight:  178 lbs position:  point guard born:  may 3, 1977, mexico, mo college:  nebraska
height:  6-5 weight:  195 lbs position:  guard-forward born:  december 19, 1974, santo domingo, dominican republic college:  st. john's (ny)
height:  6-9 weight:  250 lbs position:  power forward born:  february 17, 1980, orange, nj college:  none
height:  6-3 weight:  185 lbs position:  point guard born:  july 11, 1966, bronx, ny college:  depaul
height:  7-0 weight:  236 lbs position:  center born:  may 8, 1976, tbilisi, ussr college:  none career stats    --- fg --- --- ft --- -- 3pt -- rebounds year tm g min att pct att pct att pct off tot ast stl blk to pf pts  98-99 sea 23 13.6 5.4 42.4 1.7 52.5 0.1 0.0 1.2 3.3 0.5 0.4 1.0 1.4 2.5 5.5 99-00 sea 30 6.7 2.6 36.7 1.2 47.2 0.2 0.0 0.7 1.6 0.1 0.3 0.4 0.7 1.5 2.5 00-01 nj 29 9.7 3.0 31.8 1.2 73.5 0.1 25.0 1.2 3.8 0.6 0.3 0.4 0.7 1.6 2.8 01-02 mia 37 12.7 3.7 44.9 1.5 50.0 0.0 0.0 1.5 4.0 0.3 0.5 0.7 0.8 1.4 4.1
height:  6-10 weight:  221 lbs position:  center born:  september 5, 1977, chicago, il college:  kentucky
height:  6-5 weight:  224 lbs position:  small forward born:  july 31, 1975, cleveland, oh college:  cincinnati
height:  6-10 weight:  215 lbs position:  guard-forward born:  august 8, 1979, pineville, la college:  none
height:  7-1 weight:  300 lbs position:  center born:  november 17, 1975, tampa, fl college:  florida a&m
height:  6-2 weight:  173 lbs position:  point guard born:  july 24, 1976, new york, ny college:  fresno state
height:  6-4 weight:  210 lbs position:  shooting guard born:  september 1, 1974, philadelphia, pa college:  rhode island
height:  6-9 weight:  290 lbs position:  forward-center born:  february 19, 1976, st. louis, mo college:  georgetown
height:  6-10 weight:  250 lbs position:  forward-center born:  august 23, 1975, auckland, new zealand college:  california
height:  6-9 weight:  230 lbs position:  power forward born:  october 22, 1971, nagykanizsa, hungary college:  none
height:  6-6 weight:  245 lbs position:  power forward born:  january 31, 1976, cairo, il college:  unlv
height:  6-8 weight:  265 lbs position:  forward-center born:  march 11, 1979, peekskill, ny college:  duke
height:  6-3 weight:  193 lbs position:  guard born:  february 21, 1977, silver spring, md college:  maryland
height:  6-10 weight:  221 lbs position:  small forward born:  november 6, 1979, jamaica, ny college:  rhode island
height:  7-0 weight:  219 lbs position:  forward born:  january 30, 1981, picayune, ms college:  none
height:  6-7 weight:  244 lbs position:  shooting guard born:  march 5, 1977, madrid, spain college:  miami (oh)
height:  6-7 weight:  193 lbs position:  shooting guard born:  february 14, 1978, coatesville, pa college:  connecticut
height:  6-7 weight:  215 lbs position:  small forward born:  may 7, 1978, waukegan, il college:  unlv
height:  6-2 weight:  176 lbs position:  shooting guard born:  september 15, 1977, seattle, wa college:  arizona
height:  6-3 weight:  197 lbs position:  shooting guard born:  may 13, 1976, stanford, ca college:  duke
height:  6-6 weight:  228 lbs position:  guard-forward born:  november 12, 1979, melrose park, il college:  duke
height:  6-2 weight:  180 lbs position:  point guard born:  august 8, 1979, augusta, ga college:  duke
height:  6-7 weight:  246 lbs position:  guard-forward born:  november 13, 1979, queensbridge, ny college:  st. john's (ny)
height:  6-10 weight:  253 lbs position:  power forward born:  march 31, 1977, sharps, va college:  old dominion
height:  6-8 weight:  215 lbs position:  guard-forward born:  january 13, 1977, cleveland, oh college:  xavier (oh)
height:  6-7 weight:  215 lbs position:  shooting guard born:  june 26, 1977, little rock, ar college:  minnesota
height:  6-5 weight:  228 lbs position:  guard-forward born:  october 22, 1978, decatur, ga college:  georgia tech
height:  6-7 weight:  245 lbs position:  power forward born:  july 25, 1977, atlanta, ga college:  new mexico
height:  6-8 weight:  220 lbs position:  small forward born:  august 29, 1977, minneapolis, mn college:  augsburg
height:  6-9 weight:  240 lbs position:  forward born:  april 19, 1976, louisville, ky college:  kentucky
height:  6-11 weight:  255 lbs position:  center born:  may 30, 1975, saint mary's, oh college:  northwestern
height:  6-9 weight:  270 lbs position:  power forward born:  august 22, 1975, pt. harcourt, nigeria college:  maryland
height:  7-0 weight:  280 lbs position:  center born:  january 27, 1976, winnipeg, manitoba college:  washington
height:  6-5 weight:  189 lbs position:  guard-forward born:  november 2, 1977, milwaukee, wi college:  creighton
height:  6-5 weight:  195 lbs position:  shooting guard born:  june 11, 1973, newark, nj college:  pennsylvania
height:  5-11 weight:  160 lbs position:  point guard born:  august 14, 1974, orlando, fl college:  south florida
height:  6-5 weight:  215 lbs position:  guard-forward born:  july 4, 1974, wichita, ks college:  seton hall
height:  6-8 weight:  255 lbs position:  forward born:  november 20, 1976, jersey city, nj college:  clemson
height:  6-2 weight:  195 lbs position:  point guard born:  june 16, 1975, atlanta, ga college:  hawaii
height:  6-7 weight:  220 lbs position:  small forward born:  january 20, 1975, southfield, mi college:  miami (oh)
height:  7-0 weight:  245 lbs position:  forward-center born:  september 6, 1962, los angeles, ca college:  michigan state
height:  6-8 weight:  225 lbs position:  forward born:  february 29, 1968, new york, ny college:  north carolina state
height:  6-1 weight:  168 lbs position:  point guard born:  october 9, 1970, queens, ny college:  georgia tech
height:  6-1 weight:  180 lbs position:  point guard born:  november 15, 1967, las vegas, nv college:  unlv
height:  6-10 weight:  270 lbs position:  forward-center born:  august 18, 1969, gridley, ca college:  arizona state
height:  5-11 weight:  173 lbs position:  point guard born:  may 20, 1970, portland, or college:  oregon
height:  6-7 weight:  242 lbs position:  guard-forward born:  july 24, 1969, toronto, ontario college:  north carolina
height:  6-10 weight:  230 lbs position:  forward born:  september 3, 1967, elizabeth, nj college:  old dominion
height:  6-9 weight:  250 lbs position:  power forward born:  april 25, 1965, glen ridge, nj college:  seton hall
height:  7-2 weight:  265 lbs position:  center born:  june 25, 1966, kinshasa, zaire college:  georgetown
height:  6-6 weight:  228 lbs position:  guard-forward born:  june 19, 1968, san diego, ca college:  arizona
height:  6-10 weight:  229 lbs position:  forward born:  june 5, 1967, west des moines, ia college:  iowa
height:  7-0 weight:  279 lbs position:  forward-center born:  july 23, 1968, los angeles, ca college:  clemson
height:  7-0 weight:  255 lbs position:  center born:  may 31, 1968, queens village, ny college:  temple
height:  6-7 weight:  220 lbs position:  small forward born:  august 2, 1969, maui, hi college:  cal state fullerton
height:  6-4 weight:  195 lbs position:  shooting guard born:  october 5, 1967, bowling green, ky college:  kentucky
height:  6-4 weight:  200 lbs position:  shooting guard born:  august 9, 1966, springfield, ma college:  north carolina state
height:  6-10 weight:  270 lbs position:  forward-center born:  june 21, 1967, mobile, al college:  syracuse
height:  6-2 weight:  182 lbs position:  point guard born:  april 22, 1968, covington, va college:  virginia tech
height:  6-5 weight:  205 lbs position:  shooting guard born:  june 25, 1964, harrisonburg, va college:  virginia tech
height:  6-10 weight:  270 lbs position:  forward-center born:  june 17, 1967, danville, va college:  virginia union
height:  6-5 weight:  210 lbs position:  shooting guard born:  july 25, 1969, oakland, ca college:  georgia tech
height:  6-6 weight:  205 lbs position:  shooting guard born:  may 9, 1970, seattle, wa college:  pepperdine
height:  6-6 weight:  188 lbs position:  shooting guard born:  january 7, 1970, decatur, il college:  arkansas
height:  7-1 weight:  248 lbs position:  center born:  september 10, 1969, salem, ma college:  georgia tech
height:  6-10 weight:  240 lbs position:  power forward born:  december 19, 1969, huntington station, ny college:  north carolina state
height:  6-10 weight:  235 lbs position:  power forward born:  august 25, 1970, hartford, md college:  alabama
height:  6-8 weight:  250 lbs position:  power forward born:  june 17, 1970, dresden, tn college:  murray state
height:  6-11 weight:  245 lbs position:  power forward born:  august 17, 1969, angola, ny college:  duke
height:  7-1 weight:  260 lbs position:  center born:  february 3, 1968, prijepolje, yugoslavia college:  none
height:  6-10 weight:  261 lbs position:  center born:  february 8, 1970, chesapeake, va college:  georgetown
height:  6-7 weight:  228 lbs position:  forward born:  july 25, 1971, los angeles, ca college:  ucla
height:  7-1 weight:  315 lbs position:  center born:  march 6, 1972, newark, nj college:  louisiana state
height:  6-4 weight:  208 lbs position:  shooting guard born:  november 25, 1969, kansas city, mo college:  missouri
height:  6-10 weight:  260 lbs position:  center born:  september 9, 1969, new york, ny college:  arizona
height:  6-5 weight:  210 lbs position:  guard-forward born:  december 10, 1970, emporia, va college:  virginia
height:  6-7 weight:  270 lbs position:  small forward born:  september 8, 1970, crawford, ms college:  southern mississippi
height:  6-6 weight:  228 lbs position:  guard-forward born:  january 20, 1968, chicago, il college:  illinois
height:  6-11 weight:  260 lbs position:  center born:  february 22, 1965, stamford, ct college:  yale
height:  6-5 weight:  210 lbs position:  small forward born:  august 22, 1968, aniston, al college:  georgia southern
height:  6-1 weight:  203 lbs position:  shooting guard born:  november 14, 1970, san antonio, tx college:  baylor
height:  6-2 weight:  180 lbs position:  goalie born:  january 25, 1965, pardubice, czechoslovakia drafted:  selected by the chicago black hawks in the 10th round (199th overall) of the 1983 nhl entry draft.
height:  6-2 weight:  185 lbs position:  goalie born:  october 5, 1965, quebec city, quebec drafted:  selected by the montreal canadiens in the 4th round (51st overall) of the 1984 nhl entry draft.
feb 9, 19:43 pt       feb 9, 19:09 pt    more photos       more nfl news   hampton enters innocent plea   cowboys have options; vikes need defensive help   five bears coaches get new deals, but not jauron   gruden-less raiders face the unknown   eagles to designate trotter as franchise player
feb 9, 19:43 pt
feb 11, 13:05 pt       feb 11, 13:04 pt    more photos       more nfl news   hampton enters innocent plea   cowboys have options; vikes need defensive help   five bears coaches get new deals, but not jauron   gruden-less raiders face the unknown   eagles to designate trotter as franchise player
feb 11, 13:05 pt
